text,actual_sentiment,predicted_sentiment,confidence,correct_prediction,prob_negative,prob_neutral,prob_positive
located on the intersection at magazine and washington is this great starbucks location being on the intersection there are plenty of parking options available through out your visit there the line is always people long no matter what time i go but they usually manage to go through it pretty quickly which is nice on my last visit i wanted to try the gingerbread latte and i had a free birthday drink so when i placed my order i requested both of those the woman who took my order okayed it and along i went i paid with a different guy who ended up charging me for the drink which was supposed to free i explained that i told the other woman it was meant to be the free birthday special but he just laughed and said you have to tell me not her well she s the one that took my order so she should ve been the one to put me through the register too so that was annoying they just had no communication between the staff members and how he shrugged it off was irritating anyways i got my gingerbread latte and took a seat now this place is always busy so don t expect your ideal seating if you come too late in the day i ended up moving three times as new more preferred places to sit became available the downside to the seating is that there aren t many powerpoint available and starbucks has to know that people come to work here while they drink their coffee not a clever move the gingerbread latte was just okay it didn t taste like gingerbread at all so i was pretty disappointed but i managed to finish it off despite the lack of taste there is a wide variety of seating inside with wall seating tabled seating and a few couch seating which is nice there is also outdoor seating but during this weather it isn t recommended but would give you views of the street which is a nice distraction from the hustle and bustle from inside overall a beautiful location but the lack of communication and consideration the staff have between themselves and the customers made the visit spoiled,neutral,positive,0.5571972918836056,False,0.1014422250216282,0.3413604830947661,0.5571972918836056
out of green tea in the middle of the day when it s and sunny you re better than that starbucks on the plus side after waiting minutes the barista who brought it out was super friendly,neutral,positive,0.8028093862811003,False,0.0968354461862677,0.1003551675326318,0.8028093862811003
i came for the wi fi as pjs coffee has lacking wifi power just a few shops down the road there was ample seating and my regular coffee was promptly handed to me creamer bar was well stocked clean floor and loud music like all the other homogonize starbucks you have ever been too,neutral,positive,0.4586269696166318,False,0.382673680256128,0.1586993501272402,0.4586269696166318
busy and central location makes this a coffee stop and social event this location is open longer than the close by peets or the other starbucks in the la cumbre mall across the street the staff always keeps a good pace and sets a high standard for the slower starbucks,neutral,positive,0.5476252267159509,False,0.1215840823524448,0.3307906909316041,0.5476252267159509
drive thru is super convenient but can be slow especially during the weekday mornings seems understaffed at times but so far havent had an issue with an order,neutral,positive,0.4176056325748007,False,0.3419181008791732,0.240476266546026,0.4176056325748007
we stopped in for a iced tea on a very warm day customer service was good my tea was good as well the store felt very warm inside and we ended up going out and sitting in the car with air on to cool off,neutral,positive,0.5381647669185526,False,0.3302084145785378,0.1316268185029094,0.5381647669185526
thank you doth such a place share such an idea with a complement reader seeks a very refined polite female acquaintance who may further an incomplete introduction to society though discreetly background,neutral,positive,0.739307099288728,False,0.1843711121695874,0.0763217885416846,0.739307099288728
it s a starbucks you know what their coffee tastes like meh and what their prices are like high so i ll tell you why this became my starbucks they recently renovated the seating and it s a great study spot reliable wifi big tables in the middle a comfy couch in the corner and seating all alongside the window read convenient outlets and people watching huge improvement to the awkward tiny circular tables they had before it can get randomly crowded sometimes why any family would decide to bring all their children here for an afternoon or why a mom would bring teens to drink frappucinos is beyond me the barristas are nice one of them made fun of me for having been there every day for a week when writing the paper that wouldn t die i appreciated that he noticed i still prefer independent coffee shops like citadelle or toast but when i m too lazy to go that far this will do plus i m a sucker for that passion iced tea in the summer get it half sweetened it s better and for it s pretty good,neutral,positive,0.6702998168317127,False,0.0781789006142224,0.2515212825540649,0.6702998168317127
this is my favorite starbucks ever thanks to the barista her name starts with a c i believe who made my drink a double shot on ice perfectly and without a second thought or even an eye roll she seemed happy to be there the manager at the counter however named jeff was absolutely rude to me he acted visibly annoyed with me while taking my order and had a mocking tone to his voice i could tell he didn t want to deal with me i was polite as can be but he definitely woke up on the wrong side of the bed seems to me like the barista and manager should switch positions she is much more customer friendly than he is and served me with sweet hospitality and a warm smile she is the only reason i will return,neutral,positive,0.5190811744651761,False,0.4406124312270787,0.0403063943077452,0.5190811744651761
your typical starbucks a good stop on a nice day while shopping in beautiful suburban square there is plenty of outdoor seating available to enjoy the sun while you self medicate your caffeine addiction,neutral,positive,0.8784610548745131,False,0.0176623111125159,0.1038766340129709,0.8784610548745131
free wifi free power for devices over priced drinks exactly what you would expect,neutral,positive,0.7285315834244479,False,0.146293462470643,0.125174954104909,0.7285315834244479
oh how i love this starbucks mainly because of where it s located today was my first time to this location it s been long overdue for starbucks in the neighborhood it s very clean nice decor plenty of seats inside and out overall a nice space to enjoy the riverfront the employees were welcoming and friendly they seemed very knowledgeable of the drinks however they were very busy lines were long and the service was slow i ordered the usual grande carmel macchiato it did not taste as if it was made properly i told the barista it tasted funny and they gladly made it again this time it tasted a bit better lol although i did not have the best service today i will go back to give them a second chance if you live in the area definitely give them a try im sure they ll get better with time,neutral,positive,0.8344393578802743,False,0.0474393626113484,0.1181212795083773,0.8344393578802743
i love starbucks and this is two miles from my home but the parking has become impossible last two times i ve been no parking drove across the street to an independent equally good coffee shop i want to be a loyal customer but this location is making it hard don t do business coffee here anymore either no quiet tables for two the staff here is great the space is clean but it needs a bigger space and parking lot,neutral,positive,0.4406928693030948,False,0.2075401928611185,0.3517669378357866,0.4406928693030948
not my favorite venue but was in a hurry and needed a caffeine fix starbucks starbucks i never see any differences except location service even the staff seems the same expensive but good coffee what s a girl to do caffeine fixes can reach critical levels,neutral,positive,0.5561929204729027,False,0.1965661188628545,0.2472409606642427,0.5561929204729027
standard issue starbucks coffee tasted about the same as most of the other starbucks i ve been to the seating area inside and outside is relatively large no drive thru prices were about the same and the friendliness factor at starbucks is generally bordering weird as it is,neutral,positive,0.4808525893814649,False,0.1701268757362054,0.3490205348823295,0.4808525893814649
decent latte great quick drive thru what else can you say,neutral,positive,0.8406482733051154,False,0.0055617645439705,0.1537899621509141,0.8406482733051154
not a lot of seating but they get my orders out in a timely manner service is good and it is clean,neutral,positive,0.826579230900635,False,0.0279279390939164,0.1454928300054484,0.826579230900635
great drinks like any starbucks and great customer service but the bugs flying around are so annoying i can t study do work in the store i have to sit outside because the gnats flies are so present,neutral,positive,0.8860826928226264,False,0.0488222161545571,0.0650950910228163,0.8860826928226264
a convenient star for this part of the world with access from both street road and second street pike its proximity to some of my favorite restaurants aroi thai blue sage and house of pho make it a perfect quick apr s dinner stop for hot brew on the way to the movies or home it is not the most attractive franchise unit in the area but it serves a functional purpose unlike a box of chocolates you always know what you are going to get,neutral,positive,0.8552179606080706,False,0.0867735235749469,0.0580085158169822,0.8552179606080706
it s as good as any starbucks mediocre at best,neutral,positive,0.5844967526424858,False,0.2154935030495742,0.20000974430794,0.5844967526424858
it s my local starbucks the staff is always very friendly and has more to say than what do you want has a drive through if it wasnt out of my way i d visit more often man i wish there was another one closer to my house can we get a starbucks at the beach,neutral,positive,0.8743196627515021,False,0.0596431846961366,0.0660371525523613,0.8743196627515021
extremely long wait but grateful for the drive thru staff are pleasant got my drinks right,neutral,positive,0.6379420954594158,False,0.227128366625688,0.134929537914896,0.6379420954594158
good overall coffee service notes the main entrance is the same for both the bank right starbucks left my flat white was good but not great and my one wish would be that they add a clover brewing system,neutral,positive,0.7156970458402396,False,0.075575603519455,0.2087273506403053,0.7156970458402396
i rate this starbucks stars instead of because as another reviewer stated this starbucks tends to be consistently busy and loud on the inside i would not recommend having a meeting interview or phone call here the drive thru is very busy as well and is one of the slower drive thrus i have used at a starbucks the staff is below average and there seems to be a fair amount of attrition i have received more wrong orders here than at other starbucks it is clean on the inside and has nice outdoor seating the large windows to the south make the afternoon sunshine coming in nice,neutral,positive,0.4861360997524647,False,0.0928148082193316,0.4210490920282035,0.4861360997524647
small location inside a rest area but with a full menu the milk and sweeteners are done by the baristas not at a station so make sure to ask for what you need service was slower than at dedicated locations but still fairly friendly not bad for a quick pick me up on the road,neutral,positive,0.5667976062502409,False,0.1409799396086603,0.2922224541410988,0.5667976062502409
incredibly busy constantly i came here a few times during a trip to tulane and visited during the week and on a weekend and it seemed like there was always a line out the door i think because of this the service wasn t the friendliest but i can understand given the sheer volume of orders the outside patio is really nice and would be a great place to work or study i just wish there would have been space the few times i was there,neutral,positive,0.6553846445974734,False,0.0474281884140278,0.2971871669884988,0.6553846445974734
dan is the man at this drive thru actually most of the staff that service the window are friendly personable attentive accurate and prompt but dan adds entertainment to the list good coffee and other drinks not liking the new items offered through la boulange or however you spell it most of the pastries need to be heated to taste good as they are refrigerated or stale tasting otherwise on the plus side they seem to have more offerings than in the past as far as pastry variety quality of food is no where near panera but tops on beverages you will encounter long lines at windows on rush hour parking lot is tough and not driver friendly use caution,neutral,positive,0.626268992812551,False,0.0790798916083454,0.2946511155791035,0.626268992812551
starbucks on the washu danforth campus bauer hall the business school this means a few things changing hours based on the school calendar when school is not in session it may be closed or open for a short amount of time unpredictable hours if the school has a special event it may be closed lack of seating space during peak hours like lunch time though there are a lot of tables it shares the space with the b school cafe which has a lot of undergraduate and graduate students there all the time you can use the app to pay but can t redeem rewards or order ahead of time for pickup wonderful staff,neutral,positive,0.6773535467269675,False,0.1981199366762774,0.124526516596755,0.6773535467269675
this starbucks is cramped every time i have been in there the coffee doesn t taste as fresh as other starbucks the staff is friendly but it s certainly not a first choice for me,neutral,positive,0.4419111423627672,False,0.1318441930480325,0.4262446645892003,0.4419111423627672
i guess it was ok i am just use to the staff at my usual sb s remembering me spoiled yes the staff was nice and the coffee exceptional i paid with my iphone app that s always fun i will go back to my usual starbucks from now on,neutral,positive,0.532983119437398,False,0.1637628718935789,0.3032540086690231,0.532983119437398
oh man did these guys get a new staff things seem to be served so much slower than in the past i live across the street so it s super convenient and i wouldn t stop coming back but man i have to give myself like extra minutes additional now compared with the old staff,neutral,positive,0.4200707945289959,False,0.349853596980767,0.2300756084902371,0.4200707945289959
spacious clean starbucks located next to st joe s baristas were friendly but a little inefficient people in line and minutes to get my drink hate to see what would happen if the line really started to back up not sure how long this store has been around but it seems pretty new strange hours as it closed at on the day that i visited let s not stay open too late now we might pull in too many college kids in need of a study break,neutral,positive,0.5552110340461862,False,0.187920346596215,0.2568686193575987,0.5552110340461862
solid stars it was pretty clean to be so populated and they served regular starbucks and did not try to rip me off unlike the starbucks on south broad street,neutral,positive,0.6398799379433,False,0.1654567308097679,0.1946633312469319,0.6398799379433
this starbucks in horsham is staffed by friendly baristas who aim to please and you do not get too much of the upsell dont you want something to eat today schtick the drive through window is convenient but it is a pain to get in and outof the parking lot due to the traffic nothing special but nothing wrong with this location,neutral,positive,0.600817212972055,False,0.1942164772969432,0.2049663097310016,0.600817212972055
i love starbucks coffee and not all the stores are the same this location is nice because it does have a drive thru window if you just want to get it on the run inside is pretty clean and kept up not very big but there are outdoor tables if you want to sit outside i always ask for my drink extra hot and for some reason this location never has been able to do that for me the parking lot is not very big and is usually crowded since they do share it with other businesses i usually park in the raleys lot and walk over,neutral,positive,0.6440047139760288,False,0.037248874592544,0.3187464114314271,0.6440047139760288
since i came twice this week i ll write about both experiences earlier i ordered via drive thru the lines are usually long at this location today was lite in comparison even with a lite line their drive thru service can be a bit slow but that could be perspective since we expect things almost instantly in a drive thru line i ordered my iced doppio as usual and it was made perfectly with all of my little additions if you order banana nut loaf ask them to warm it up it will change your world today i ordered an iced doppio and it didn t turn out as expected so they actually have on the menu an iced doppio that comes grande and i think there are things added in it that i m not too fond of so if you want a double espresso just ask for a double espresso i ll have to remember that next time other than that my bacon gouda egg sandwich was great the only negative experience this trip was coming inside the store this time and with only people in front of me it still took while before i was able to order guess i ll have to use the app more to order from this store specifically,neutral,positive,0.413678308816341,False,0.3751419242732029,0.211179766910456,0.413678308816341
not bad not superb just starbucks i love that there s a drive thru but the location is off of the street so it s kind of hard to get here yesterday morning the lid of my frappuccino was not properly applied to the cup so it created a whole mess after i pulled off not cool baristas not cool but i ve been here several times before then and had no problem,neutral,positive,0.6020560471435674,False,0.2777808415253311,0.1201631113311013,0.6020560471435674
this is the fivebucks in the lobby of the big marriott in center city and it gets busy and crowded and messy at the sugar creamer station and attracts a few vagrants who are quickly ushered away from tourist eyes meanwhile i needed a latte and i latte i obtained what a rush try not to come here from am on a weekday mob scene,neutral,positive,0.5352212316042223,False,0.2386431386665957,0.2261356297291819,0.5352212316042223
this is an average starbucks near the entrance to terminal a and the baggage claim area i have been a couple times while waiting on delayed luggage my order has always been correct so no complaints there there are a few nice chairs to lounge in while burning time,neutral,positive,0.5885944111821271,False,0.1467458685822099,0.2646597202356628,0.5885944111821271
its an average starbucks location i think the best quality is the amount of outlets along the glass wall maybe i m spoiled but the staff at the location closer to my house is really friendly the peeps here not so much not that they are rude or anything just not friendly the wifi kicks me out about every minutes which is annoying they ve recently rearranged the seating area to allow for more space but it feels pretty cramped now they do have a large outdoor patio area which i think is awesome weather permitting,neutral,positive,0.820474313697216,False,0.0353797892351167,0.1441458970676671,0.820474313697216
